time,h,der(h),v,der(v),e
0.620000,0.3723561999999994,1.589220000000002,1.589220000000002,-9.810000000000000,0.7000000000000000
0.630000,0.3882483999999994,1.491120000000002,1.491120000000002,-9.810000000000000,0.7000000000000000
0.640000,0.4031595999999995,1.393020000000002,1.393020000000002,-9.810000000000000,0.7000000000000000
0.650000,0.4170897999999995,1.294920000000002,1.294920000000002,-9.810000000000000,0.7000000000000000
0.660000,0.4300389999999996,1.196820000000002,1.196820000000002,-9.810000000000000,0.7000000000000000
0.670000,0.4420071999999996,1.098720000000002,1.098720000000002,-9.810000000000000,0.7000000000000000
0.680000,0.4529943999999996,1.000620000000002,1.000620000000002,-9.810000000000000,0.7000000000000000
0.690000,0.4630005999999997,0.9025200000000018,0.9025200000000018,-9.810000000000000,0.7000000000000000
0.700000,0.4720257999999997,0.8044200000000017,0.8044200000000017,-9.810000000000000,0.7000000000000000
0.710000,0.4800699999999997,0.7063200000000016,0.7063200000000016,-9.810000000000000,0.7000000000000000
0.720000,0.4871331999999997,0.6082200000000015,0.6082200000000015,-9.810000000000000,0.7000000000000000
0.730000,0.4932153999999998,0.5101200000000015,0.5101200000000015,-9.810000000000000,0.7000000000000000
0.740000,0.4983165999999998,0.4120200000000014,0.4120200000000014,-9.810000000000000,0.7000000000000000
0.750000,0.5024367999999998,0.3139200000000013,0.3139200000000013,-9.810000000000000,0.7000000000000000
0.760000,0.5055759999999998,0.2158200000000012,0.2158200000000012,-9.810000000000000,0.7000000000000000
0.770000,0.5077341999999998,0.1177200000000011,0.1177200000000011,-9.810000000000000,0.7000000000000000
0.780000,0.5089113999999998,0.01962000000000105,0.01962000000000105,-9.810000000000000,0.7000000000000000
0.790000,0.5091075999999998,-0.07847999999999904,-0.07847999999999904,-9.810000000000000,0.7000000000000000
0.800000,0.5083227999999997,-0.1765799999999991,-0.1765799999999991,-9.810000000000000,0.7000000000000000
0.810000,0.5065569999999997,-0.2746799999999992,-0.2746799999999992,-9.810000000000000,0.7000000000000000
0.820000,0.5038101999999997,-0.3727799999999993,-0.3727799999999993,-9.810000000000000,0.7000000000000000
0.830000,0.5000823999999997,-0.4708799999999994,-0.4708799999999994,-9.810000000000000,0.7000000000000000
0.840000,0.4953735999999997,-0.5689799999999995,-0.5689799999999995,-9.810000000000000,0.7000000000000000
0.850000,0.4896837999999997,-0.6670799999999996,-0.6670799999999996,-9.810000000000000,0.7000000000000000
0.860000,0.4830129999999997,-0.7651799999999996,-0.7651799999999996,-9.810000000000000,0.7000000000000000
0.870000,0.4753611999999997,-0.8632799999999997,-0.8632799999999997,-9.810000000000000,0.7000000000000000
0.880000,0.4667283999999997,-0.9613799999999998,-0.9613799999999998,-9.810000000000000,0.7000000000000000
0.890000,0.4571145999999997,-1.059480000000000,-1.059480000000000,-9.810000000000000,0.7000000000000000
0.900000,0.4465197999999997,-1.157580000000000,-1.157580000000000,-9.810000000000000,0.7000000000000000
0.910000,0.4349439999999997,-1.255680000000000,-1.255680000000000,-9.810000000000000,0.7000000000000000
0.920000,0.4223871999999996,-1.353780000000000,-1.353780000000000,-9.810000000000000,0.7000000000000000
0.930000,0.4088493999999996,-1.451880000000000,-1.451880000000000,-9.810000000000000,0.7000000000000000
0.940000,0.3943305999999996,-1.549980000000000,-1.549980000000000,-9.810000000000000,0.7000000000000000
0.950000,0.3788307999999996,-1.648080000000000,-1.648080000000000,-9.810000000000000,0.7000000000000000
0.960000,0.3623499999999996,-1.746180000000001,-1.746180000000001,-9.810000000000000,0.7000000000000000
0.970000,0.3448881999999996,-1.844280000000001,-1.844280000000001,-9.810000000000000,0.7000000000000000
0.980000,0.3264453999999996,-1.942380000000001,-1.942380000000001,-9.810000000000000,0.7000000000000000
0.990000,0.3070215999999995,-2.040480000000001,-2.040480000000001,-9.810000000000000,0.7000000000000000
1.00000,0.2866167999999995,-2.138580000000001,-2.138580000000001,-9.810000000000000,0.7000000000000000
1.01000,0.2652309999999994,-2.236680000000001,-2.236680000000001,-9.810000000000000,0.7000000000000000
1.02000,0.2428641999999994,-2.334780000000001,-2.334780000000001,-9.810000000000000,0.7000000000000000
1.03000,0.2195163999999994,-2.432880000000001,-2.432880000000001,-9.810000000000000,0.7000000000000000
1.04000,0.1951875999999994,-2.530980000000001,-2.530980000000001,-9.810000000000000,0.7000000000000000
1.05000,0.1698777999999993,-2.629080000000001,-2.629080000000001,-9.810000000000000,0.7000000000000000
1.06000,0.1435869999999993,-2.727180000000002,-2.727180000000002,-9.810000000000000,0.7000000000000000
1.07000,0.1163151999999992,-2.825280000000002,-2.825280000000002,-9.810000000000000,0.7000000000000000
1.08000,0.08806239999999920,-2.923380000000002,-2.923380000000002,-9.810000000000000,0.7000000000000000
1.09000,0.05882859999999915,-3.021480000000002,-3.021480000000002,-9.810000000000000,0.7000000000000000
1.10000,0.02861379999999910,-3.119580000000002,-3.119580000000002,-9.810000000000000,0.7000000000000000
1.11000,-0.002582000000000941,2.252376000000001,2.252376000000001,-9.810000000000000,0.7000000000000000
1.12000,0.01994175999999909,2.154276000000001,2.154276000000001,-9.810000000000000,0.7000000000000000
1.13000,0.04148451999999912,2.056176000000001,2.056176000000001,-9.810000000000000,0.7000000000000000
1.14000,0.06204627999999915,1.958076000000001,1.958076000000001,-9.810000000000000,0.7000000000000000
1.15000,0.08162703999999918,1.859976000000001,1.859976000000001,-9.810000000000000,0.7000000000000000
1.16000,0.1002267999999992,1.761876000000001,1.761876000000001,-9.810000000000000,0.7000000000000000
1.17000,0.1178455599999992,1.663776000000001,1.663776000000001,-9.810000000000000,0.7000000000000000
1.18000,0.1344833199999992,1.565676000000001,1.565676000000001,-9.810000000000000,0.7000000000000000
1.19000,0.1501400799999993,1.467576000000001,1.467576000000001,-9.810000000000000,0.7000000000000000
1.20000,0.1648158399999993,1.369476000000001,1.369476000000001,-9.810000000000000,0.7000000000000000
1.21000,0.1785105999999993,1.271376000000001,1.271376000000001,-9.810000000000000,0.7000000000000000
1.22000,0.1912243599999993,1.173276000000000,1.173276000000000,-9.810000000000000,0.7000000000000000
1.23000,0.2029571199999993,1.075176000000000,1.075176000000000,-9.810000000000000,0.7000000000000000
1.24000,0.2137088799999993,0.9770760000000003,0.9770760000000003,-9.810000000000000,0.7000000000000000
1.25000,0.2234796399999993,0.8789760000000002,0.8789760000000002,-9.810000000000000,0.7000000000000000
1.26000,0.2322693999999994,0.7808760000000001,0.7808760000000001,-9.810000000000000,0.7000000000000000
1.27000,0.2400781599999994,0.6827760000000000,0.6827760000000000,-9.810000000000000,0.7000000000000000
1.28000,0.2469059199999994,0.5846760000000000,0.5846760000000000,-9.810000000000000,0.7000000000000000
1.29000,0.2527526799999993,0.4865759999999999,0.4865759999999999,-9.810000000000000,0.7000000000000000
1.30000,0.2576184399999993,0.3884759999999998,0.3884759999999998,-9.810000000000000,0.7000000000000000
1.31000,0.2615031999999993,0.2903759999999998,0.2903759999999998,-9.810000000000000,0.7000000000000000
1.32000,0.2644069599999993,0.1922759999999997,0.1922759999999997,-9.810000000000000,0.7000000000000000
1.33000,0.2663297199999993,0.09417599999999958,0.09417599999999958,-9.810000000000000,0.7000000000000000
1.34000,0.2672714799999993,-0.003924000000000510,-0.003924000000000510,-9.810000000000000,0.7000000000000000
1.35000,0.2672322399999993,-0.1020240000000006,-0.1020240000000006,-9.810000000000000,0.7000000000000000
1.36000,0.2662119999999993,-0.2001240000000007,-0.2001240000000007,-9.810000000000000,0.7000000000000000
1.37000,0.2642107599999993,-0.2982240000000008,-0.2982240000000008,-9.810000000000000,0.7000000000000000
1.38000,0.2612285199999993,-0.3963240000000008,-0.3963240000000008,-9.810000000000000,0.7000000000000000
1.39000,0.2572652799999993,-0.4944240000000009,-0.4944240000000009,-9.810000000000000,0.7000000000000000
1.40000,0.2523210399999993,-0.5925240000000010,-0.5925240000000010,-9.810000000000000,0.7000000000000000
1.41000,0.2463957999999993,-0.6906240000000011,-0.6906240000000011,-9.810000000000000,0.7000000000000000
1.42000,0.2394895599999992,-0.7887240000000012,-0.7887240000000012,-9.810000000000000,0.7000000000000000
1.43000,0.2316023199999992,-0.8868240000000013,-0.8868240000000013,-9.810000000000000,0.7000000000000000
1.44000,0.2227340799999992,-0.9849240000000014,-0.9849240000000014,-9.810000000000000,0.7000000000000000
1.45000,0.2128848399999992,-1.083024000000002,-1.083024000000002,-9.810000000000000,0.7000000000000000
1.46000,0.2020545999999992,-1.181124000000002,-1.181124000000002,-9.810000000000000,0.7000000000000000
1.47000,0.1902433599999991,-1.279224000000002,-1.279224000000002,-9.810000000000000,0.7000000000000000
1.48000,0.1774511199999991,-1.377324000000002,-1.377324000000002,-9.810000000000000,0.7000000000000000
1.49000,0.1636778799999991,-1.475424000000002,-1.475424000000002,-9.810000000000000,0.7000000000000000
1.50000,0.1489236399999991,-1.573524000000002,-1.573524000000002,-9.810000000000000,0.7000000000000000
1.51000,0.1331883999999990,-1.671624000000002,-1.671624000000002,-9.810000000000000,0.7000000000000000
1.52000,0.1164721599999990,-1.769724000000002,-1.769724000000002,-9.810000000000000,0.7000000000000000
1.53000,0.09877491999999893,-1.867824000000002,-1.867824000000002,-9.810000000000000,0.7000000000000000
1.54000,0.08009667999999890,-1.965924000000002,-1.965924000000002,-9.810000000000000,0.7000000000000000
1.55000,0.06043743999999886,-2.064024000000003,-2.064024000000003,-9.810000000000000,0.7000000000000000
1.56000,0.03979719999999881,-2.162124000000003,-2.162124000000003,-9.810000000000000,0.7000000000000000
1.57000,0.01817595999999877,-2.260224000000003,-2.260224000000003,-9.810000000000000,0.7000000000000000
1.58000,-0.004426280000001281,1.650826800000002,1.650826800000002,-9.810000000000000,0.7000000000000000
1.59000,0.01208198799999875,1.552726800000002,1.552726800000002,-9.810000000000000,0.7000000000000000
1.60000,0.02760925599999878,1.454626800000002,1.454626800000002,-9.810000000000000,0.7000000000000000
1.61000,0.04215552399999881,1.356526800000002,1.356526800000002,-9.810000000000000,0.7000000000000000
1.62000,0.05572079199999884,1.258426800000002,1.258426800000002,-9.810000000000000,0.7000000000000000
1.63000,0.06830505999999886,1.160326800000002,1.160326800000002,-9.810000000000000,0.7000000000000000
1.64000,0.07990832799999889,1.062226800000002,1.062226800000002,-9.810000000000000,0.7000000000000000
1.65000,0.09053059599999891,0.9641268000000014,0.9641268000000014,-9.810000000000000,0.7000000000000000
1.66000,0.1001718639999989,0.8660268000000013,0.8660268000000013,-9.810000000000000,0.7000000000000000
1.67000,0.1088321319999990,0.7679268000000012,0.7679268000000012,-9.810000000000000,0.7000000000000000
1.68000,0.1165113999999990,0.6698268000000012,0.6698268000000012,-9.810000000000000,0.7000000000000000
1.69000,0.1232096679999990,0.5717268000000011,0.5717268000000011,-9.810000000000000,0.7000000000000000
1.70000,0.1289269359999990,0.4736268000000010,0.4736268000000010,-9.810000000000000,0.7000000000000000
1.71000,0.1336632039999990,0.3755268000000009,0.3755268000000009,-9.810000000000000,0.7000000000000000
1.72000,0.1374184719999990,0.2774268000000009,0.2774268000000009,-9.810000000000000,0.7000000000000000
1.73000,0.1401927399999991,0.1793268000000008,0.1793268000000008,-9.810000000000000,0.7000000000000000
1.74000,0.1419860079999991,0.08122680000000070,0.08122680000000070,-9.810000000000000,0.7000000000000000
1.75000,0.1427982759999991,-0.01687319999999939,-0.01687319999999939,-9.810000000000000,0.7000000000000000
1.76000,0.1426295439999991,-0.1149731999999995,-0.1149731999999995,-9.810000000000000,0.7000000000000000
1.77000,0.1414798119999991,-0.2130731999999996,-0.2130731999999996,-9.810000000000000,0.7000000000000000
1.78000,0.1393490799999991,-0.3111731999999997,-0.3111731999999997,-9.810000000000000,0.7000000000000000
1.79000,0.1362373479999991,-0.4092731999999997,-0.4092731999999997,-9.810000000000000,0.7000000000000000
1.80000,0.1321446159999991,-0.5073731999999999,-0.5073731999999999,-9.810000000000000,0.7000000000000000
1.81000,0.1270708839999991,-0.6054731999999999,-0.6054731999999999,-9.810000000000000,0.7000000000000000
1.82000,0.1210161519999991,-0.7035732000000000,-0.7035732000000000,-9.810000000000000,0.7000000000000000
1.83000,0.1139804199999991,-0.8016732000000001,-0.8016732000000001,-9.810000000000000,0.7000000000000000
1.84000,0.1059636879999991,-0.8997732000000002,-0.8997732000000002,-9.810000000000000,0.7000000000000000
1.85000,0.09696595599999908,-0.9978732000000002,-0.9978732000000002,-9.810000000000000,0.7000000000000000
1.86000,0.08698722399999906,-1.095973200000000,-1.095973200000000,-9.810000000000000,0.7000000000000000
1.87000,0.07602749199999904,-1.194073200000001,-1.194073200000001,-9.810000000000000,0.7000000000000000
1.88000,0.06408675999999902,-1.292173200000001,-1.292173200000001,-9.810000000000000,0.7000000000000000
1.89000,0.05116502799999900,-1.390273200000001,-1.390273200000001,-9.810000000000000,0.7000000000000000
1.90000,0.03726229599999899,-1.488373200000001,-1.488373200000001,-9.810000000000000,0.7000000000000000
1.91000,0.02237856399999897,-1.586473200000001,-1.586473200000001,-9.810000000000000,0.7000000000000000
1.92000,0.006513831999998943,-1.684573200000001,-1.684573200000001,-9.810000000000000,0.7000000000000000
1.93000,-0.01033190000000108,1.247871240000001,1.247871240000001,-9.810000000000000,0.7000000000000000
1.94000,0.002146812399998935,1.149771240000000,1.149771240000000,-9.810000000000000,0.7000000000000000
1.95000,0.01364452479999895,1.051671240000000,1.051671240000000,-9.810000000000000,0.7000000000000000
1.96000,0.02416123719999896,0.9535712400000003,0.9535712400000003,-9.810000000000000,0.7000000000000000
1.97000,0.03369694959999897,0.8554712400000002,0.8554712400000002,-9.810000000000000,0.7000000000000000
1.98000,0.04225166199999898,0.7573712400000001,0.7573712400000001,-9.810000000000000,0.7000000000000000
1.99000,0.04982537439999899,0.6592712400000000,0.6592712400000000,-9.810000000000000,0.7000000000000000
2.00000,0.05641808679999797,0.5611712400000152,0.5611712400000152,-9.810000000000000,0.7000000000000000
